County,Year,Gender,Level,Enrollment
Turkana,2022,male,secondary,6767
Elgeyo Marakwet,2012,female,secondary,6986
Narok,2013,female,primary,3517
Nyandarua,2012,female,secondary,3735
Machakos,2010,female,primary,9352
Samburu,2011,female,primary,8434
Lamu,2013,male,secondary,2590
Vihiga,2019,male,primary,1063
Meru,2010,male,secondary,4324
Elgeyo Marakwet,2017,female,primary,9111
Trans Nzoia,2018,female,primary,5342
Narok,2012,male,secondary,5
Tharaka-Nithi,2019,female,primary,7489
West Pokot,2016,female,primary,8659
Nairobi,2013,male,primary,8195
Meru,2015,male,secondary,5966
Nyeri,2015,male,primary,8837
Turkana,2013,male,primary,117
Marsabit,2012,female,secondary,2551
Tana River,2020,male,primary,5560
Marsabit,2013,female,primary,4289
Busia,2013,female,primary,846
Bomet,2014,male,secondary,6469
Busia,2022,male,secondary,8915
Siaya,2013,male,primary,224
Homa Bay,2011,female,primary,4208
Nairobi,2018,female,primary,6283
Embu,2016,male,secondary,2048
Marsabit,2016,female,secondary,6233
Nairobi,2015,female,primary,9765
Tana River,2018,female,primary,1828
Trans Nzoia,2018,male,secondary,1917
Uasin Gishu,2019,male,primary,4234
Kiambu,2014,male,secondary,6988
Narok,2014,male,primary,2026
Nakuru,2015,female,primary,3744
West Pokot,2011,female,secondary,9093
Mandera,2011,female,secondary,9
Kiambu,2017,female,primary,260
Marsabit,2012,female,secondary,6038
Makueni,2014,male,secondary,9865
Turkana,2016,female,secondary,2219
Mandera,2010,male,primary,7041
Homa Bay,2016,male,primary,2060
Mombasa,2017,female,primary,5287
Meru,2011,female,secondary,1619
Busia,2012,female,secondary,8512
Turkana,2021,male,secondary,1342
Murang'a,2020,female,secondary,2832
Taita Taveta,2014,male,primary,2824
Marsabit,2018,female,primary,1994
Nairobi,2018,female,primary,3490
Lamu,2021,male,secondary,9310
 ,2016,male,secondary,7984
Kilifi,2019,female,primary,1604
Bungoma,2015,male,primary,235
Kajiado,2014,male,secondary,1908
Kericho,2020,female,primary,3530
Kajiado,2020,female,secondary,5256
Bomet,2011,male,primary,2635
Busia,2010,male,secondary,8162
Busia,2021,female,primary,9762
Nairobi,2016,male,primary,2560
Isiolo,2018,male,primary,5415
Nyandarua,2019,female,primary,3391
Elgeyo Marakwet,2020,male,secondary,5951
Migori,2012,female,secondary,5468
Homa Bay,2013,female,secondary,8007
Narok,2010,female,primary,9064
Elgeyo Marakwet,2011,male,primary,9444
Murang'a,2011,male,primary,6413
Lamu,2021,female,secondary,6941
Vihiga,2011,female,primary,9506
Nyeri,2019,female,secondary,4820
Bomet,2014,male,secondary,2898
Nakuru,2011,female,secondary,7546
Kisumu,2011,male,primary,77
Taita Taveta,2020,female,secondary,7577
Kirinyaga,2015,male,primary,4227
Embu,2012,female,secondary,600
Mombasa,2018,male,primary,2136
Tharaka-Nithi,2019,female,secondary,9510
 ,2018,female,secondary,6943
Tana River,2020,male,secondary,7804
Siaya,2010,male,primary,5984
West Pokot,2020,female,primary,5142
Kericho,2019,female,primary,4670
Kakamega,2011,male,primary,2190
Murang'a,2014,female,primary,9184
Kiambu,2012,male,secondary,2712
Mandera,2014,female,primary,2192
West Pokot,2013,male,secondary,1248
Kakamega,2021,female,secondary,4033
 ,2019,male,primary,3687
Busia,2012,female,primary,4018
Bomet,2015,female,primary,1970
Busia,2017,female,primary,8389
Machakos,2016,female,secondary,5765
Nyeri,2010,male,secondary,1202
Kisumu,2021,female,secondary,8135
Kitui,2015,male,primary,5567
Nyeri,2020,female,primary,7667
Kitui,2018,male,secondary,5742
Nyeri,2022,male,primary,5788
Homa Bay,2012,female,primary,5408
Elgeyo Marakwet,2019,female,primary,8669
Turkana,2019,female,secondary,9446
Garissa,2010,female,primary,922
Mandera,2015,female,secondary,419
Garissa,2021,male,secondary,2204
West Pokot,2017,female,secondary,1120
Embu,2012,female,secondary,950
Kajiado,2021,male,primary,2336
Bomet,2018,male,primary,5373
Kisumu,2016,male,primary,2243
Elgeyo Marakwet,2017,male,secondary,2645
Kisumu,2011,female,primary,4612
Tana River,2013,male,secondary,1865
Laikipia,2012,male,primary,6028
Kirinyaga,2021,female,primary,7326
Kakamega,2020,female,secondary,6371
Murang'a,2012,male,primary,6359
Laikipia,2011,male,primary,7863
Wajir,2021,male,secondary,3228
Murang'a,2020,female,primary,3719
Mombasa,2020,female,primary,2371
Siaya,2013,male,secondary,2891
Kirinyaga,2018,male,primary,3756
Kisumu,2016,female,primary,4225
Busia,2017,female,secondary,94
Murang'a,2012,female,secondary,2674
Nairobi,2010,male,secondary,793
Elgeyo Marakwet,2012,male,primary,2116
Nakuru,2022,female,primary,5779
Kajiado,2019,male,secondary,6166
West Pokot,2017,female,secondary,814
Trans Nzoia,2015,male,secondary,345
Tharaka-Nithi,2021,female,secondary,8554
Lamu,2019,male,primary,2443
West Pokot,2014,female,primary,7783
Samburu,2022,male,primary,984
Kisumu,2014,female,secondary,7790
 ,2022,female,primary,9831
Mombasa,2017,male,secondary,827
Nakuru,2017,female,primary,3531
Elgeyo Marakwet,2018,female,secondary,7147
Kirinyaga,2011,female,primary,4451
Meru,2021,male,primary,3876
Busia,2021,male,primary,5959
Samburu,2012,male,secondary,8795
Kilifi,2011,female,primary,6024
Meru,2012,male,secondary,5109
Nakuru,2021,male,primary,4146
Taita Taveta,2013,male,primary,7196
Kiambu,2013,male,secondary,3797
Taita Taveta,2015,female,secondary,1792
Kisumu,2018,male,primary,5732
Mandera,2020,female,primary,3476
Wajir,2017,female,primary,3417
Kakamega,2016,female,secondary,9397
Busia,2017,male,primary,3030
Isiolo,2011,female,secondary,2872
Meru,2016,female,secondary,3072
Elgeyo Marakwet,2011,male,primary,1854
Mandera,2019,male,primary,4021
Isiolo,2015,male,primary,4662
Meru,2022,male,secondary,6514
Kitui,2022,male,primary,5031
Garissa,2010,male,secondary,2708
Machakos,2014,female,secondary,7112
Nyandarua,2013,male,secondary,9524
Marsabit,2021,male,primary,8393
Embu,2013,female,primary,6456
Isiolo,2015,male,primary,4212
Taita Taveta,2017,male,secondary,7970
Embu,2022,male,primary,8766
Meru,2015,male,primary,536
Embu,2022,female,primary,1625
Murang'a,2017,female,secondary,7973
Marsabit,2017,male,secondary,8577
Samburu,2011,female,primary,8070
Kilifi,2021,female,primary,8666
Meru,2012,male,primary,8609
Bungoma,2020,female,secondary,6490
Tharaka-Nithi,2010,male,primary,3600
Kilifi,2019,male,secondary,6783
Kakamega,2017,female,primary,9146
Bomet,2020,male,secondary,4971
Embu,2016,male,secondary,1205
Migori,2010,female,secondary,1990
Bomet,2016,female,secondary,5299
Narok,2014,male,primary,3572
Nyeri,2020,female,secondary,5975
Nyandarua,2012,male,secondary,6320
Wajir,2014,female,primary,4380
Laikipia,2021,female,primary,4757
Machakos,2017,male,primary,2713
Busia,2020,female,secondary,5588
Turkana,2022,female,primary,966
Turkana,2012,female,secondary,4944
Kilifi,2012,male,secondary,3432
Garissa,2011,female,primary,4243
Bungoma,2018,female,secondary,3701
Trans Nzoia,2019,male,primary,8533
Siaya,2017,male,primary,5182
Kajiado,2014,male,secondary,9916
Wajir,2018,male,secondary,6704
Taita Taveta,2016,female,secondary,4422
Elgeyo Marakwet,2015,female,secondary,9984
Laikipia,2016,male,primary,1759
Kisumu,2010,male,primary,9181
Embu,2022,male,secondary,2482
Laikipia,2018,male,secondary,8058
Kilifi,2011,male,secondary,951
Kilifi,2012,female,secondary,8914
Isiolo,2016,female,primary,2079
Uasin Gishu,2012,male,primary,2717
Meru,2015,male,primary,4524
Kiambu,2011,female,primary,9692
Nyandarua,2022,male,primary,8477
Elgeyo Marakwet,2016,male,primary,7311
Narok,2016,female,secondary,7186
West Pokot,2018,male,secondary,2065
Isiolo,2014,male,primary,5490
Kirinyaga,2016,female,secondary,6645
Mandera,2019,male,secondary,5083
Kirinyaga,2020,female,secondary,5232
Bomet,2014,female,primary,5797
Bomet,2010,female,secondary,9138
Kisumu,2018,female,secondary,4926
Laikipia,2011,male,primary,6016
Trans Nzoia,2016,female,secondary,3335
Homa Bay,2019,female,secondary,8038
Murang'a,2014,female,secondary,4873
Marsabit,2011,female,secondary,1481
Isiolo,2015,male,secondary,6305
Samburu,2021,female,secondary,54
Trans Nzoia,2010,male,secondary,7643
Meru,2017,female,secondary,3462
Nyandarua,2021,female,secondary,832
Busia,2013,male,primary,5954
Wajir,2017,female,secondary,8519
Meru,2022,female,secondary,7221
Mandera,2021,male,primary,3310
Murang'a,2017,male,primary,6722
Kiambu,2022,female,secondary,7218
Bomet,2019,male,secondary,7776
Machakos,2010,female,primary,3675
Isiolo,2012,male,primary,3054
Kisumu,2010,female,primary,7970
Siaya,2015,male,primary,2143
Kisumu,2010,female,primary,5207
Homa Bay,2019,female,secondary,9503
Narok,2019,male,primary,2538
Trans Nzoia,2014,male,primary,4547
Garissa,2014,female,secondary,5619
Uasin Gishu,2020,female,primary,8356
Kiambu,2021,female,primary,6612
Meru,2020,female,primary,5005
Embu,2014,male,secondary,822
Trans Nzoia,2011,female,primary,943
West Pokot,2015,male,secondary,6150
Samburu,2020,male,primary,4425
Nakuru,2022,female,primary,8966
Nakuru,2011,male,secondary,2198
Siaya,2015,female,secondary,4242
Embu,2014,female,secondary,3695
Siaya,2019,male,secondary,3452
Siaya,2010,male,primary,9106
Tharaka-Nithi,2014,female,primary,1308
Machakos,2014,female,secondary,4177
Lamu,2015,male,secondary,8705
Taita Taveta,2012,male,secondary,6852
Kirinyaga,2013,female,primary,6035
Lamu,2017,female,secondary,3594
Wajir,2020,male,secondary,4841
Mandera,2017,female,secondary,1409
Murang'a,2019,female,secondary,4491
Narok,2018,male,secondary,1555
Isiolo,2022,male,secondary,804
Busia,2010,male,primary,1279
Lamu,2020,female,secondary,7083
Nyandarua,2010,male,primary,5986
Migori,2014,male,primary,5619
Tharaka-Nithi,2021,female,primary,1387
Nyeri,2015,male,secondary,2106
Wajir,2016,male,secondary,8173
Turkana,2015,female,secondary,4223
Nyandarua,2015,male,primary,4831
Samburu,2017,female,secondary,2768
Kisumu,2010,female,secondary,3186
Kilifi,2014,female,primary,2573
Nyeri,2019,female,primary,2599
Nyeri,2010,male,secondary,4033
Kericho,2021,female,primary,8428
Wajir,2016,male,primary,1304
Narok,2014,male,secondary,7368
Embu,2021,female,secondary,5877
Busia,2013,female,primary,1301
Nairobi,2011,female,secondary,2541
Mandera,2018,male,primary,2051
Wajir,2016,male,primary,6809
Tharaka-Nithi,2019,female,primary,8633
Nyandarua,2021,male,secondary,8996
Makueni,2012,male,primary,74
Kakamega,2022,male,secondary,6981
Homa Bay,2022,female,secondary,8232
Makueni,2013,female,primary,7184
Isiolo,2011,female,primary,5796
Kitui,2020,male,secondary,7141
Kiambu,2012,male,primary,1622
Uasin Gishu,2014,female,secondary,8041
Turkana,2019,male,primary,341
Laikipia,2019,male,secondary,2074
Kiambu,2020,female,secondary,7992
Mandera,2013,female,secondary,645
Migori,2017,female,primary,4263
Elgeyo Marakwet,2018,female,secondary,8801
Embu,2016,female,secondary,6136
Kisumu,2018,female,secondary,8646
Siaya,2015,female,secondary,9900
Embu,2018,female,primary,2969
Samburu,2020,female,primary,3028
Turkana,2019,male,secondary,7643
Uasin Gishu,2015,male,secondary,2681
Narok,2017,female,primary,3629
Wajir,2015,female,primary,4225
Nairobi,2015,female,secondary,3067
Lamu,2013,male,secondary,5941
Kajiado,2017,male,primary,1386
Nyandarua,2012,male,primary,2866
Migori,2016,female,primary,4788
Kitui,2016,male,secondary,5490
Kericho,2010,male,secondary,4124
Kiambu,2012,male,primary,8340
Kericho,2016,female,secondary,3850
Meru,2017,female,secondary,5415
Tharaka-Nithi,2017,female,secondary,7679
Lamu,2018,male,primary,6819
Makueni,2012,male,primary,9328
Kirinyaga,2020,female,secondary,8378
Narok,2020,female,primary,9442
Samburu,2021,male,secondary,1333
Bungoma,2013,male,secondary,4150
Kitui,2012,male,primary,6766
Marsabit,2013,male,secondary,2711
Tharaka-Nithi,2019,female,primary,4853
Nyeri,2021,female,primary,6212
Homa Bay,2021,male,primary,7479
Machakos,2011,male,secondary,5408
Kirinyaga,2012,male,primary,9977
Bungoma,2012,female,primary,7715
Trans Nzoia,2017,female,secondary,8942
Migori,2016,male,secondary,1762
Uasin Gishu,2021,male,primary,7101
Isiolo,2017,male,secondary,7674
Kiambu,2020,male,primary,6122
Kirinyaga,2013,male,secondary,481
Elgeyo Marakwet,2015,male,secondary,153
Meru,2013,female,primary,7617
Embu,2021,female,secondary,1524
Machakos,2022,male,secondary,2120
Makueni,2022,male,primary,2343
Narok,2019,male,primary,5136
Nyeri,2012,male,primary,5760
Garissa,2010,female,secondary,1240
Kakamega,2021,male,secondary,60
Kirinyaga,2020,male,primary,1639
Garissa,2021,female,primary,6185
Nyeri,2020,female,secondary,7970
Taita Taveta,2014,male,primary,1252
Bungoma,2018,female,primary,4203
Kilifi,2013,male,primary,9650
Samburu,2016,female,primary,3549
Taita Taveta,2013,male,primary,4197
Kilifi,2013,male,secondary,6667
Busia,2021,male,secondary,2322
Taita Taveta,2020,male,primary,9828
Vihiga,2016,male,primary,4090
Elgeyo Marakwet,2021,female,secondary,3004
Bomet,2020,female,secondary,5136
Embu,2011,male,primary,329
Laikipia,2018,male,secondary,3640
Mandera,2022,female,secondary,7982
Samburu,2019,female,secondary,4107
Lamu,2017,male,secondary,8407
Mombasa,2015,female,primary,338
Uasin Gishu,2011,male,secondary,5895
Tharaka-Nithi,2011,male,primary,2708
Lamu,2014,male,primary,5604
Kericho,2010,male,secondary,2421
Trans Nzoia,2015,female,secondary,7119
Tana River,2018,male,primary,8901
Kilifi,2020,male,primary,5319
Kajiado,2010,female,primary,6609
 ,2022,male,primary,5387
Vihiga,2010,male,primary,3993
Mombasa,2014,male,secondary,8680
Kitui,2018,male,primary,8044
 ,2016,male,secondary,8238
Kirinyaga,2018,male,secondary,4873
Mombasa,2016,male,primary,4806
 ,2021,male,primary,8592
Kakamega,2013,male,primary,5913
Uasin Gishu,2012,male,secondary,7124
Nyandarua,2013,female,primary,3157
Marsabit,2012,female,secondary,390
Tharaka-Nithi,2019,male,secondary,4430
Bungoma,2020,male,secondary,8820
Kajiado,2016,female,primary,7686
Embu,2012,male,secondary,4232
Samburu,2011,male,secondary,1521
Lamu,2018,male,primary,9018
Wajir,2021,male,primary,1500
Garissa,2011,male,primary,6737
Machakos,2021,female,primary,3294
Taita Taveta,2013,female,secondary,5085
Busia,2019,female,primary,2419
Trans Nzoia,2011,male,primary,9126
Kajiado,2014,female,primary,3042
Bungoma,2014,female,primary,4497
Kisumu,2017,female,primary,3561
Nyandarua,2014,female,primary,614
Embu,2013,male,secondary,5392
Bomet,2021,male,primary,7693
Laikipia,2016,female,primary,9374
Elgeyo Marakwet,2012,female,secondary,3223
Turkana,2020,male,secondary,7138
Bungoma,2020,male,primary,2667
Kitui,2016,female,primary,7980
Uasin Gishu,2013,male,secondary,130
Uasin Gishu,2015,female,secondary,2983
Bungoma,2020,female,secondary,4278
Bungoma,2013,male,secondary,7126
Homa Bay,2015,female,secondary,8230
Kericho,2012,female,primary,7694
Kisumu,2014,female,secondary,6640
Kisumu,2016,female,secondary,5468
 ,2020,female,secondary,920
Murang'a,2012,male,primary,7564
Marsabit,2012,male,secondary,8684
Busia,2016,male,secondary,9323
Embu,2021,male,primary,8502
Vihiga,2019,female,secondary,8930
Trans Nzoia,2010,female,secondary,3241
Narok,2013,female,primary,545
West Pokot,2013,male,primary,4346
Marsabit,2021,male,primary,9996
Kajiado,2017,female,secondary,3810
Kisumu,2015,male,primary,7206
Lamu,2018,female,secondary,9005
Bomet,2011,female,primary,2032
Taita Taveta,2013,female,secondary,8436
Kisumu,2011,female,secondary,271
Kakamega,2010,female,primary,3511
Nyandarua,2020,female,primary,1771
Trans Nzoia,2014,male,primary,9454
Kajiado,2015,male,secondary,4361
Samburu,2019,female,primary,7069
Uasin Gishu,2020,female,secondary,920
Embu,2022,female,primary,8190
Nakuru,2013,male,secondary,3430
Busia,2015,female,secondary,4435
Trans Nzoia,2010,male,primary,2050
Bungoma,2013,female,secondary,1165
Migori,2013,male,secondary,8567
Garissa,2019,female,secondary,2033
Embu,2010,female,secondary,6467
 ,2020,female,secondary,145
Kilifi,2015,male,primary,4388
Kilifi,2017,male,secondary,7832
Embu,2021,female,secondary,8173
Bungoma,2010,female,secondary,2632
Marsabit,2017,male,primary,4494
Trans Nzoia,2012,male,secondary,8056
Turkana,2010,female,primary,7511
Kericho,2019,female,secondary,9130
Trans Nzoia,2018,male,primary,4805
Embu,2022,male,secondary,806
Uasin Gishu,2017,female,primary,9655
Nyandarua,2018,male,secondary,7486
Kericho,2014,male,primary,8202
Kiambu,2015,female,secondary,1868
Nairobi,2021,male,primary,7878
Busia,2013,male,primary,5690
Kisumu,2022,male,secondary,7827
Siaya,2014,male,primary,5429
Kitui,2010,female,secondary,3564
Tana River,2012,male,primary,1389
Vihiga,2014,female,primary,7274
Turkana,2022,female,primary,824
Bomet,2018,female,secondary,2265
Machakos,2021,male,primary,936
Murang'a,2010,female,secondary,6402
Wajir,2010,male,secondary,3845
Kirinyaga,2018,male,secondary,1796
Migori,2012,male,primary,8245
Turkana,2014,male,primary,7214
Meru,2021,male,primary,726
Vihiga,2017,male,primary,2736
Samburu,2019,male,secondary,1913
Narok,2015,female,primary,9788
Nyeri,2015,female,primary,7657
Homa Bay,2019,female,primary,2466
West Pokot,2011,male,secondary,9041
Mombasa,2013,female,secondary,7312
Elgeyo Marakwet,2017,female,secondary,8194
Wajir,2011,male,secondary,7906
Nakuru,2018,female,primary,4876
Taita Taveta,2014,female,primary,7287
West Pokot,2016,male,secondary,1933
Bomet,2020,male,primary,1380
Vihiga,2022,male,secondary,1640
Embu,2018,male,secondary,7490
Elgeyo Marakwet,2020,male,primary,9179
Kisumu,2012,female,primary,1218
 ,2020,female,primary,6881
Machakos,2012,female,secondary,9547
Kericho,2020,female,secondary,9752
Murang'a,2012,female,secondary,9610
Kitui,2021,male,secondary,954
Nakuru,2016,female,primary,9175
Vihiga,2021,female,primary,7291
Bungoma,2021,female,secondary,974
Kajiado,2017,male,primary,4133
Kirinyaga,2021,male,primary,5370
Machakos,2017,female,secondary,3972
Nyandarua,2022,female,primary,5295
Bomet,2017,female,secondary,9105
Busia,2015,male,secondary,8228
Uasin Gishu,2012,male,primary,9903
Mombasa,2010,female,secondary,3020
Machakos,2014,male,secondary,8987
Murang'a,2014,female,primary,4036
Wajir,2010,male,secondary,5068
Turkana,2012,female,secondary,5233
Wajir,2016,male,secondary,9516
West Pokot,2010,female,secondary,317
Marsabit,2019,male,secondary,2396
Trans Nzoia,2020,female,primary,2162
Vihiga,2022,female,secondary,2745
Narok,2021,female,secondary,1591
Trans Nzoia,2021,male,primary,6183
Mandera,2021,female,primary,3930
Kirinyaga,2010,male,primary,1312
Bomet,2021,female,primary,9477
Murang'a,2021,female,primary,4311
Trans Nzoia,2014,male,secondary,7314
Marsabit,2010,female,secondary,2383
West Pokot,2019,male,secondary,3239
Lamu,2014,female,primary,2139
 ,2016,male,primary,1704
Kiambu,2011,female,primary,6924
Homa Bay,2014,male,primary,362
Nyeri,2021,female,primary,2604
Makueni,2013,female,secondary,9908
Kilifi,2018,male,secondary,4286
Bungoma,2019,female,primary,3738
