County,Year,Gender,Level,Enrollment
Embu,2018,male,P,2000.0
Isiolo,2015,Female,Secondary,9860.0
Embu,2011,F,Primary,5989.0
Uasin Gishu,2020,male,Secondary,1460.0
Homa Bay,2010,F,SECONDARY,7190.0
Vihiga,2010,M,Primary,7140.0
Makueni,2019,Male,primary,3636.0
Machakos,2022,F,Primary,4809.0
Nakuru,2018,Male,Primary,
Mombasa,2011,F,Secondary,
Nairobi,2017,FEMALE,S,6600.0
Meru,2011,Male,S,5997.0
Elgeyo Marakwet,2014,FEMALE,primary,2048.0
 ,2011,male,Primary,4780.0
Garissa,2017,M,Primary,716.0
Homa Bay,2019,Female,Secondary,7939.0
Kajiado,2012,FEMALE,P,5565.0
Kilifi,2016,Male,primary,4544.0
Siaya,2017,F,S,4976.0
Bomet,2011,FEMALE,primary,3419.0
Nyeri,2013,F,P,7239.0
Wajir,2017,male,S,9766.0
Vihiga,2015,Female,Secondary,249.0
Kiambu,2022,Male,SECONDARY,8865.0
Busia,2011,male,S,770.0
Trans Nzoia,2020,F,S,4363.0
Trans Nzoia,2019,Male,Secondary,1077.0
Siaya,2015,Male,S,8427.0
Narok,2022,F,Secondary,8580.0
Kisumu,2013,FEMALE,SECONDARY,7901.0
Isiolo,2011,FEMALE,primary,4858.0
Nakuru,2018,Male,P,6544.0
Bungoma,2019,FEMALE,primary,4719.0
Kajiado,2012,male,P,2814.0
Embu,2017,Female,Secondary,3374.0
Kisumu,2017,Male,Primary,1252.0
Machakos,2021,F,Primary,6996.0
Nyeri,2022,M,Primary,4673.0
Mombasa,2018,Male,Secondary,
Nairobi,2014,M,SECONDARY,6881.0
Bomet,2015,FEMALE,S,6949.0
Kericho,2010,Male,SECONDARY,9521.0
Marsabit,2022,FEMALE,S,6241.0
Mombasa,2016,F,S,8017.0
Meru,2019,M,Secondary,
Uasin Gishu,2013,F,S,
Marsabit,2022,FEMALE,Primary,7002.0
Garissa,2020,Male,Primary,1331.0
Nakuru,2013,F,primary,4261.0
Machakos,2013,FEMALE,P,7648.0
Narok,2018,male,Primary,9550.0
Tana River,2017,M,S,5115.0
Kisumu,two thousand twelve,Female,primary,4637.0
Garissa,2020,F,primary,4854.0
Meru,2019,Male,Primary,3177.0
Bungoma,2019,F,Primary,7730.0
Bomet,2019,Male,SECONDARY,
Tana River,2020,Male,P,4892.0
Trans Nzoia,2012,Male,SECONDARY,7043.0
Taita Taveta,2018,male,P,137.0
Nakuru,2016,Male,P,6327.0
 ,2018,FEMALE,Primary,3472.0
Busia,2022,Female,S,5449.0
Mandera,2012,male,Primary,
Murang'a,2021,male,P,3579.0
Homa Bay,2016,male,S,5971.0
Nakuru,2019,male,primary,4164.0
Busia,2010,male,Primary,7941.0
Migori,2014,male,Primary,5569.0
Murang'a,2021,FEMALE,Primary,4300.0
Kajiado,2015,M,SECONDARY,6269.0
Busia,2012,Female,P,3818.0
Nyeri,2011,M,S,1906.0
Busia,2017,F,SECONDARY,
Siaya,2018,FEMALE,SECONDARY,760.0
Kilifi,2014,male,SECONDARY,7830.0
Tana River,2016,Male,Primary,7350.0
Migori,2019,Male,P,6238.0
Elgeyo Marakwet,2018,male,primary,6090.0
Kisumu,2012,M,S,6031.0
Kisumu,2020,F,SECONDARY,7687.0
Machakos,2014,Male,S,9091.0
Kilifi,2014,Female,SECONDARY,9911.0
Kirinyaga,2014,F,Primary,8472.0
West Pokot,two thousand twelve,FEMALE,P,1887.0
Narok,2010,F,Primary,3266.0
Bomet,2015,FEMALE,Secondary,666.0
Nyeri,2013,M,Secondary,4188.0
West Pokot,2022,FEMALE,P,671.0
Wajir,2014,Male,Primary,6777.0
Mandera,2018,male,S,7570.0
Marsabit,2020,F,primary,7956.0
Garissa,2018,Female,SECONDARY,5124.0
Taita Taveta,2017,Female,P,5585.0
Mombasa,2016,male,Primary,4777.0
Nairobi,2018,FEMALE,P,3900.0
Kitui,2013,F,Primary,6677.0
Embu,2012,Male,Secondary,6981.0
Kericho,2019,F,Secondary,6376.0
Busia,2015,F,S,523.0
Kitui,2015,male,Secondary,2393.0
Mandera,2011,FEMALE,primary,2593.0
Marsabit,2012,Male,Secondary,9945.0
Nyeri,2012,M,P,7240.0
Bomet,2010,FEMALE,SECONDARY,6937.0
Meru,2015,Female,S,6190.0
Kisumu,2016,male,Primary,5240.0
Bomet,2016,M,P,6493.0
Kirinyaga,2010,Female,primary,2878.0
Migori,2015,Male,P,4143.0
Kisumu,2022,F,S,3644.0
Machakos,2019,Female,Primary,4432.0
Kilifi,2017,FEMALE,SECONDARY,
Vihiga,2015,FEMALE,P,5811.0
Lamu,2015,Male,SECONDARY,302.0
Lamu,2010,Male,primary,638.0
Lamu,2011,Male,P,55.0
Mandera,2016,male,SECONDARY,8717.0
Turkana,2015,M,Secondary,8150.0
Kericho,2022,Female,Secondary,2125.0
Samburu,2018,M,SECONDARY,364.0
Kisumu,2017,M,S,6809.0
Nairobi,2018,FEMALE,Secondary,4621.0
Nyeri,2020,FEMALE,Secondary,5126.0
Laikipia,2015,F,SECONDARY,5122.0
Kericho,2015,male,Primary,1646.0
Nyandarua,2012,Female,P,918.0
Bungoma,2017,F,primary,2797.0
Bomet,2017,M,primary,6506.0
Wajir,2014,M,S,5870.0
Taita Taveta,2016,Male,P,1531.0
Kakamega,2011,FEMALE,S,8172.0
Kakamega,2010,M,Secondary,3345.0
West Pokot,2021,male,Primary,7673.0
Mombasa,2015,male,SECONDARY,6949.0
Nairobi,2021,F,SECONDARY,6882.0
Turkana,2014,male,S,1906.0
Embu,2012,Male,P,3086.0
Homa Bay,2012,F,Primary,8152.0
Kericho,2015,Female,Secondary,5750.0
Narok,2019,M,SECONDARY,8905.0
Lamu,2017,F,P,1062.0
Vihiga,2019,Male,Primary,1976.0
Isiolo,2014,F,Primary,1296.0
Kericho,2014,Male,S,6229.0
Nyandarua,2012,M,Primary,7641.0
Nairobi,2014,FEMALE,Primary,125.0
 ,2015,male,primary,4632.0
Nakuru,2013,F,S,6288.0
Wajir,2014,M,Secondary,3596.0
Narok,2015,Male,SECONDARY,6168.0
Marsabit,2011,M,S,9795.0
Bungoma,2018,M,primary,7561.0
Kirinyaga,2012,male,primary,8258.0
Kericho,2011,male,Primary,232.0
Nyeri,2013,FEMALE,Primary,9361.0
Migori,2016,male,SECONDARY,6371.0
Garissa,2022,Male,primary,4206.0
Nyandarua,2012,F,primary,9685.0
Mandera,2014,Female,primary,
Mandera,2011,male,primary,6891.0
Tharaka-Nithi,2014,Female,P,6738.0
Nyandarua,2014,male,SECONDARY,2472.0
Vihiga,2010,Male,Secondary,2739.0
Kakamega,2010,Female,SECONDARY,5401.0
Kiambu,2019,F,SECONDARY,1761.0
Elgeyo Marakwet,2013,F,P,876.0
Nairobi,2012,FEMALE,P,3812.0
Nyandarua,2019,Male,P,9504.0
Lamu,2022,M,S,1460.0
Wajir,2017,M,SECONDARY,1733.0
Narok,2017,male,S,1605.0
Tharaka-Nithi,2016,FEMALE,SECONDARY,5622.0
Turkana,2022,male,Secondary,6767.0
Elgeyo Marakwet,2012,F,Secondary,6986.0
Narok,2013,FEMALE,P,3517.0
Nyandarua,2012,FEMALE,Secondary,3735.0
Machakos,2010,Female,P,9352.0
Samburu,2011,FEMALE,primary,8434.0
Lamu,2013,Male,Secondary,2590.0
Vihiga,2019,M,P,1063.0
Meru,2010,M,SECONDARY,4324.0
Elgeyo Marakwet,2017,FEMALE,P,9111.0
Trans Nzoia,2018,F,Primary,5342.0
Narok,2012,male,S,5.0
Tharaka-Nithi,2019,F,Primary,7489.0
West Pokot,2016,FEMALE,primary,8659.0
Nairobi,2013,M,primary,8195.0
Meru,2015,male,Secondary,5966.0
Nyeri,2015,male,primary,8837.0
Turkana,2013,male,Primary,117.0
Marsabit,2012,F,S,2551.0
Tana River,2020,Male,P,5560.0
Marsabit,2013,FEMALE,P,4289.0
Busia,2013,FEMALE,Primary,846.0
Bungoma,2021,male,Primary,
Bomet,2014,M,SECONDARY,6469.0
Siaya,2014,male,S,
Busia,2022,M,Secondary,8915.0
Siaya,2013,M,primary,224.0
Homa Bay,2011,FEMALE,P,4208.0
Nairobi,2018,F,Primary,6283.0
Embu,2016,M,Secondary,2048.0
Marsabit,2016,FEMALE,Secondary,6233.0
Nairobi,2015,FEMALE,Primary,9765.0
Tana River,2018,F,Primary,1828.0
Trans Nzoia,2018,M,S,1917.0
Uasin Gishu,2019,M,Primary,4234.0
Kiambu,2014,male,S,6988.0
Narok,2014,Male,primary,2026.0
Nakuru,2015,F,Primary,3744.0
West Pokot,2011,F,S,9093.0
Mandera,2011,F,S,9.0
Kiambu,2017,Female,Primary,260.0
Marsabit,2012,FEMALE,Secondary,6038.0
Makueni,2014,male,S,9865.0
Turkana,2016,FEMALE,Secondary,2219.0
Mandera,2010,M,P,7041.0
Homa Bay,2016,M,P,2060.0
Mombasa,2017,FEMALE,Primary,5287.0
Meru,2011,F,S,1619.0
Busia,2012,Female,SECONDARY,8512.0
Turkana,2021,male,S,1342.0
Murang'a,2020,Female,SECONDARY,2832.0
Taita Taveta,2014,Male,P,2824.0
Marsabit,2018,Female,P,1994.0
Nairobi,2018,FEMALE,Primary,3490.0
Lamu,2021,Male,SECONDARY,9310.0
 ,2016,Male,Secondary,7984.0
Kilifi,2019,Female,Primary,1604.0
Bungoma,2015,male,primary,235.0
Kajiado,2014,male,SECONDARY,1908.0
Busia,2014,Male,SECONDARY,
Kericho,2020,FEMALE,P,3530.0
Kajiado,2020,FEMALE,Secondary,5256.0
Bomet,2011,Male,P,2635.0
Busia,2010,M,Secondary,8162.0
Busia,2021,Female,Primary,9762.0
Nairobi,2016,Male,primary,2560.0
Isiolo,2018,male,Primary,5415.0
Nyandarua,2019,F,Primary,3391.0
Elgeyo Marakwet,2020,Male,S,5951.0
Migori,2012,Female,Secondary,5468.0
Homa Bay,2013,Female,Secondary,8007.0
Narok,2010,FEMALE,Primary,9064.0
Elgeyo Marakwet,2011,Male,P,9444.0
Murang'a,2011,Male,Primary,6413.0
Lamu,2021,FEMALE,Secondary,6941.0
Vihiga,2011,FEMALE,Primary,9506.0
Nyeri,2019,F,Secondary,4820.0
Bomet,2014,M,S,2898.0
Nakuru,2011,FEMALE,SECONDARY,7546.0
Kisumu,2011,Male,Primary,77.0
Taita Taveta,2020,FEMALE,SECONDARY,7577.0
Kirinyaga,2015,Male,P,4227.0
Embu,2012,FEMALE,Secondary,600.0
Mombasa,2010,FEMALE,primary,
Mombasa,2018,male,primary,2136.0
Tharaka-Nithi,2019,Female,Secondary,9510.0
 ,2018,F,SECONDARY,6943.0
Tana River,2020,male,SECONDARY,7804.0
Isiolo,2014,male,primary,
Siaya,2010,male,Primary,5984.0
West Pokot,2020,F,P,5142.0
Kericho,2019,Female,Primary,4670.0
Kakamega,2011,M,primary,2190.0
Murang'a,2014,FEMALE,P,9184.0
Kiambu,2012,Male,S,2712.0
Mandera,2014,FEMALE,P,2192.0
West Pokot,2013,M,SECONDARY,1248.0
Kakamega,2021,FEMALE,SECONDARY,4033.0
Kilifi,2017,M,primary,
 ,2019,male,Primary,3687.0
Busia,2012,Female,Primary,4018.0
Bomet,2015,F,primary,1970.0
Busia,2017,Female,primary,8389.0
Machakos,2016,Female,S,5765.0
Nyeri,2010,M,Secondary,1202.0
Kisumu,2021,F,SECONDARY,8135.0
Kitui,2015,Male,P,5567.0
Nyeri,2020,FEMALE,P,7667.0
Kitui,2018,M,SECONDARY,5742.0
Nyeri,2022,Male,primary,5788.0
Homa Bay,2012,Female,primary,5408.0
Elgeyo Marakwet,2019,FEMALE,Primary,8669.0
Turkana,2019,FEMALE,S,9446.0
Garissa,2010,F,P,922.0
Mandera,2015,F,S,419.0
Garissa,2021,male,S,2204.0
West Pokot,2017,F,SECONDARY,1120.0
Embu,2012,Female,SECONDARY,950.0
Kajiado,2021,Male,Primary,2336.0
Bomet,2018,M,P,5373.0
Kisumu,2016,male,P,2243.0
Elgeyo Marakwet,2017,M,S,2645.0
Kisumu,2011,F,Primary,4612.0
Tana River,2013,M,SECONDARY,1865.0
Laikipia,2012,male,P,6028.0
Kirinyaga,2021,F,P,7326.0
Kakamega,2020,Female,S,6371.0
Murang'a,2012,male,P,6359.0
Laikipia,2011,male,P,7863.0
Wajir,2021,Male,S,3228.0
Murang'a,2020,Female,P,3719.0
Mombasa,2020,FEMALE,P,2371.0
Siaya,2013,Male,SECONDARY,2891.0
Kirinyaga,2018,M,primary,3756.0
Kisumu,2016,Female,primary,4225.0
Busia,2017,FEMALE,S,94.0
Murang'a,2012,F,SECONDARY,2674.0
Uasin Gishu,2010,F,S,
Nairobi,2010,Male,SECONDARY,793.0
Elgeyo Marakwet,2012,male,Primary,2116.0
Nakuru,2022,Female,Primary,5779.0
Kajiado,2019,M,SECONDARY,6166.0
West Pokot,2017,Female,S,814.0
Trans Nzoia,2015,M,SECONDARY,345.0
Tharaka-Nithi,2021,Female,Secondary,8554.0
Lamu,2019,Male,P,2443.0
West Pokot,2014,F,primary,7783.0
Samburu,2022,Male,P,984.0
Kisumu,2014,Female,SECONDARY,7790.0
 ,2022,FEMALE,Primary,9831.0
Mombasa,2017,male,SECONDARY,827.0
Nakuru,2017,FEMALE,Primary,3531.0
Elgeyo Marakwet,2018,Female,Secondary,7147.0
Kirinyaga,2011,FEMALE,primary,4451.0
Meru,2021,male,primary,3876.0
Busia,2021,male,primary,5959.0
Kericho,2011,FEMALE,P,
Kakamega,2016,male,SECONDARY,
Samburu,2012,M,SECONDARY,8795.0
Kilifi,2011,Female,Primary,6024.0
Meru,2012,Male,SECONDARY,5109.0
Nakuru,2021,M,Primary,4146.0
Taita Taveta,2013,male,Primary,7196.0
Elgeyo Marakwet,2014,male,Secondary,
Kiambu,2013,male,Secondary,3797.0
Taita Taveta,2015,FEMALE,S,1792.0
Kisumu,2018,M,P,5732.0
Mandera,2020,F,primary,3476.0
Wajir,2017,Female,P,3417.0
Taita Taveta,2012,Male,Secondary,
Kakamega,2016,F,SECONDARY,9397.0
Busia,2017,M,Primary,3030.0
Isiolo,2011,FEMALE,S,2872.0
Meru,2016,F,SECONDARY,3072.0
Elgeyo Marakwet,2011,Male,primary,1854.0
Mandera,2019,M,P,4021.0
Isiolo,2015,Male,Primary,4662.0
Meru,2022,M,S,6514.0
Kitui,2022,male,primary,5031.0
Garissa,2010,male,SECONDARY,2708.0
Machakos,2014,F,SECONDARY,7112.0
Nyandarua,2013,M,Secondary,9524.0
Marsabit,2021,M,Primary,8393.0
Uasin Gishu,2010,F,P,
Embu,2013,Female,Primary,6456.0
Isiolo,2015,Male,P,4212.0
Taita Taveta,2017,M,S,7970.0
Embu,2022,male,primary,8766.0
Meru,2015,Male,Primary,536.0
Embu,2022,F,P,1625.0
Murang'a,2017,F,SECONDARY,7973.0
Marsabit,2017,male,SECONDARY,8577.0
Samburu,2011,F,P,8070.0
Kilifi,2021,Female,P,8666.0
Meru,2012,M,primary,8609.0
Bungoma,2020,Female,S,6490.0
Tharaka-Nithi,2010,M,primary,3600.0
Kilifi,2019,male,S,6783.0
Kakamega,2017,Female,Primary,9146.0
Bomet,2020,Male,Secondary,4971.0
Embu,2016,male,SECONDARY,1205.0
Migori,2010,FEMALE,Secondary,1990.0
Bomet,2016,Female,SECONDARY,5299.0
Narok,2014,M,Primary,3572.0
Nyeri,2020,Female,Secondary,5975.0
Nyandarua,2012,M,SECONDARY,6320.0
Wajir,2014,FEMALE,primary,4380.0
Laikipia,2021,F,primary,4757.0
Machakos,2017,male,P,2713.0
Busia,2020,FEMALE,S,5588.0
Turkana,2022,F,Primary,966.0
Turkana,2012,FEMALE,S,4944.0
Kilifi,2012,M,Secondary,3432.0
Taita Taveta,2017,male,Primary,
Garissa,2011,F,Primary,4243.0
Bungoma,2018,FEMALE,SECONDARY,3701.0
Trans Nzoia,2019,male,primary,8533.0
Siaya,2017,M,Primary,5182.0
Kajiado,2014,M,Secondary,9916.0
Wajir,2018,male,S,6704.0
Taita Taveta,2016,Female,Secondary,4422.0
Elgeyo Marakwet,2015,F,SECONDARY,9984.0
Laikipia,2016,male,primary,1759.0
Kisumu,2010,M,Primary,9181.0
Embu,2022,male,Secondary,2482.0
Laikipia,2018,male,S,8058.0
Kilifi,2011,male,Secondary,951.0
Kilifi,2012,F,Secondary,8914.0
Isiolo,2016,F,Primary,2079.0
Uasin Gishu,2012,Male,P,2717.0
Meru,2015,male,P,4524.0
Kiambu,2011,Female,Primary,9692.0
Nyandarua,2022,male,Primary,8477.0
Elgeyo Marakwet,2016,male,P,7311.0
Narok,2016,FEMALE,Secondary,7186.0
West Pokot,2018,M,Secondary,2065.0
Nakuru,2015,M,Secondary,
Isiolo,2014,Male,primary,5490.0
Kirinyaga,2016,F,SECONDARY,6645.0
Mandera,2019,male,SECONDARY,5083.0
Kirinyaga,2020,Female,S,5232.0
Bomet,2014,Female,Primary,5797.0
Bomet,2010,Female,S,9138.0
Kisumu,2018,FEMALE,S,4926.0
Laikipia,2011,M,Primary,6016.0
Trans Nzoia,2016,FEMALE,SECONDARY,3335.0
Homa Bay,2019,Female,S,8038.0
Murang'a,2014,FEMALE,SECONDARY,4873.0
Marsabit,2011,Female,S,1481.0
Isiolo,2015,male,SECONDARY,6305.0
Meru,two thousand twelve,male,SECONDARY,3451.0
Samburu,2021,Female,Secondary,54.0
Trans Nzoia,2010,male,SECONDARY,7643.0
Meru,2017,F,Secondary,3462.0
Nyandarua,2021,FEMALE,S,832.0
Busia,2013,Male,Primary,5954.0
Wajir,2017,F,SECONDARY,8519.0
Meru,2022,F,S,7221.0
Mandera,2021,Male,primary,3310.0
Elgeyo Marakwet,2015,M,SECONDARY,
Murang'a,2017,M,P,6722.0
Kiambu,2022,Female,Secondary,7218.0
Bomet,2019,male,Secondary,7776.0
Machakos,2010,FEMALE,Primary,3675.0
Isiolo,2012,male,Primary,3054.0
Kisumu,2010,Female,P,7970.0
Siaya,2015,M,primary,2143.0
Kisumu,2010,FEMALE,Primary,5207.0
Homa Bay,2019,F,SECONDARY,9503.0
Narok,2019,Male,Primary,2538.0
Trans Nzoia,2014,Male,P,4547.0
Garissa,2014,Female,S,5619.0
Uasin Gishu,2020,F,primary,8356.0
Kiambu,2021,FEMALE,primary,6612.0
Meru,2020,Female,primary,5005.0
Embu,2014,Male,S,822.0
Trans Nzoia,2011,FEMALE,P,943.0
West Pokot,2015,M,Secondary,6150.0
Samburu,2020,Male,P,4425.0
Nakuru,2022,F,Primary,8966.0
Nakuru,2011,Male,S,2198.0
Siaya,2015,FEMALE,SECONDARY,4242.0
Embu,2014,F,S,3695.0
Siaya,2019,male,S,3452.0
Siaya,2010,male,Primary,9106.0
Tharaka-Nithi,2014,FEMALE,primary,1308.0
Machakos,2014,F,Secondary,4177.0
Lamu,2015,M,S,8705.0
Taita Taveta,2012,male,SECONDARY,6852.0
Kirinyaga,2013,F,Primary,6035.0
Lamu,2017,FEMALE,SECONDARY,3594.0
Wajir,2020,male,S,4841.0
Mandera,2017,FEMALE,S,1409.0
Turkana,2022,Female,Primary,
Murang'a,2019,F,Secondary,4491.0
Narok,2018,Male,S,1555.0
Isiolo,2022,M,S,804.0
Busia,2010,M,Primary,1279.0
Lamu,2020,Female,S,7083.0
Nyandarua,2010,M,primary,5986.0
Migori,2014,Male,Primary,5619.0
Tharaka-Nithi,2021,F,Primary,1387.0
Narok,two thousand twelve,male,SECONDARY,2679.0
Nyeri,2015,Male,SECONDARY,2106.0
Wajir,2016,Male,S,8173.0
Turkana,2015,F,S,4223.0
Nyandarua,2015,M,primary,4831.0
Samburu,2017,F,SECONDARY,2768.0
Kisumu,2010,FEMALE,Secondary,3186.0
Kilifi,2014,FEMALE,primary,2573.0
Nyeri,2019,Female,primary,2599.0
Nyeri,2010,Male,Secondary,4033.0
Kericho,2021,F,P,8428.0
Wajir,2016,male,Primary,1304.0
Narok,2014,M,Secondary,7368.0
Embu,2021,Female,Secondary,5877.0
Busia,2013,F,Primary,1301.0
Nairobi,2011,F,SECONDARY,2541.0
Mandera,2018,male,Primary,2051.0
Wajir,2016,M,P,6809.0
Tharaka-Nithi,2019,F,P,8633.0
Nyandarua,2021,Male,S,8996.0
Makueni,2012,Male,Primary,74.0
Kakamega,2022,M,Secondary,6981.0
Kilifi,2016,FEMALE,S,
Homa Bay,2022,F,SECONDARY,8232.0
Makueni,2013,FEMALE,primary,7184.0
Isiolo,2011,FEMALE,P,5796.0
Kitui,2020,M,S,7141.0
Kiambu,2012,M,P,1622.0
Uasin Gishu,2014,F,SECONDARY,8041.0
Turkana,2019,Male,primary,341.0
Laikipia,2019,M,SECONDARY,2074.0
Kiambu,2020,FEMALE,S,7992.0
Mandera,2013,Female,S,645.0
Migori,2017,FEMALE,P,4263.0
Elgeyo Marakwet,2018,FEMALE,Secondary,8801.0
Embu,2016,Female,S,6136.0
Kisumu,2018,FEMALE,S,8646.0
Siaya,2015,F,SECONDARY,9900.0
Embu,2018,FEMALE,Primary,2969.0
Samburu,2020,FEMALE,P,3028.0
Turkana,2019,male,Secondary,7643.0
Uasin Gishu,2015,Male,S,2681.0
Narok,2017,Female,Primary,3629.0
Wajir,2015,FEMALE,Primary,4225.0
Nairobi,2015,FEMALE,Secondary,3067.0
Lamu,2013,Male,SECONDARY,5941.0
Kajiado,2017,M,primary,1386.0
Nyandarua,2012,M,P,2866.0
Migori,2016,Female,primary,4788.0
Kitui,2016,male,SECONDARY,5490.0
Kericho,2010,M,SECONDARY,4124.0
Kiambu,2012,male,Primary,8340.0
Kericho,2016,FEMALE,Secondary,3850.0
Meru,2017,Female,SECONDARY,5415.0
Tharaka-Nithi,2017,Female,SECONDARY,7679.0
Lamu,2018,Male,Primary,6819.0
Makueni,2012,male,P,9328.0
Kirinyaga,2020,FEMALE,S,8378.0
Narok,2020,FEMALE,P,9442.0
Samburu,2021,male,SECONDARY,1333.0
Bungoma,2013,Male,SECONDARY,4150.0
Kitui,2012,male,Primary,6766.0
Marsabit,2013,male,SECONDARY,2711.0
Tharaka-Nithi,2019,FEMALE,primary,4853.0
Nyeri,2021,F,primary,6212.0
Homa Bay,2021,M,Primary,7479.0
Machakos,2011,M,SECONDARY,5408.0
Kirinyaga,2012,M,P,9977.0
Bungoma,2012,F,P,7715.0
Trans Nzoia,2017,FEMALE,Secondary,8942.0
Migori,2016,male,S,1762.0
Uasin Gishu,2021,male,P,7101.0
Isiolo,2017,Male,Secondary,7674.0
Kiambu,2020,Male,primary,6122.0
Kirinyaga,2013,male,S,481.0
Elgeyo Marakwet,2015,M,S,153.0
Meru,2013,Female,P,7617.0
Embu,2021,F,S,1524.0
Machakos,2022,male,SECONDARY,2120.0
Makueni,2022,M,Primary,2343.0
Narok,2019,M,Primary,5136.0
Nyeri,2012,male,Primary,5760.0
Garissa,2010,Female,SECONDARY,1240.0
Kakamega,2021,M,S,60.0
Migori,2022,male,Primary,
Kirinyaga,2020,M,primary,1639.0
Garissa,2021,F,Primary,6185.0
Nyeri,2020,F,Secondary,7970.0
Taita Taveta,2014,male,primary,1252.0
Bungoma,2018,FEMALE,Primary,4203.0
Marsabit,2019,male,primary,
Kilifi,2013,M,Primary,9650.0
Samburu,2016,Female,P,3549.0
Taita Taveta,2013,male,P,4197.0
Makueni,2013,Female,P,
Kilifi,2013,Male,Secondary,6667.0
Busia,2021,male,S,2322.0
Taita Taveta,2020,M,primary,9828.0
Vihiga,2016,male,P,4090.0
Narok,2015,Female,Primary,
Elgeyo Marakwet,2021,F,Secondary,3004.0
Bomet,2020,Female,S,5136.0
Embu,2011,Male,Primary,329.0
Laikipia,2018,male,SECONDARY,3640.0
Mandera,2022,FEMALE,S,7982.0
Samburu,2019,F,S,4107.0
Laikipia,2012,M,Primary,
Lamu,2017,M,Secondary,8407.0
Mombasa,2015,FEMALE,P,338.0
Uasin Gishu,2011,Male,SECONDARY,5895.0
Tharaka-Nithi,2011,Male,Primary,2708.0
Embu,2012,male,primary,
Lamu,2014,M,P,5604.0
Kericho,2010,Male,SECONDARY,2421.0
Trans Nzoia,2015,Female,S,7119.0
Tana River,2018,M,P,8901.0
Kilifi,2020,male,P,5319.0
Kajiado,2010,Female,Primary,6609.0
 ,2022,Male,primary,5387.0
Vihiga,2010,M,P,3993.0
Mombasa,2014,Male,SECONDARY,8680.0
Kitui,2018,Male,Primary,8044.0
 ,2016,male,Secondary,8238.0
Kirinyaga,2018,male,S,4873.0
Mombasa,2016,Male,Primary,4806.0
 ,2021,Male,primary,8592.0
Kakamega,2013,Male,P,5913.0
Uasin Gishu,2012,Male,SECONDARY,7124.0
Nyandarua,2013,Female,Primary,3157.0
Marsabit,2012,Female,SECONDARY,390.0
Tharaka-Nithi,2019,M,Secondary,4430.0
Bungoma,2020,Male,SECONDARY,8820.0
Kajiado,2016,FEMALE,Primary,7686.0
Embu,2012,M,SECONDARY,4232.0
Trans Nzoia,2020,M,primary,
Samburu,2011,M,Secondary,1521.0
Lamu,2018,M,P,9018.0
Wajir,2021,male,Primary,1500.0
Garissa,2011,Male,primary,6737.0
Machakos,2021,Female,Primary,3294.0
Taita Taveta,2013,FEMALE,SECONDARY,5085.0
Busia,2019,FEMALE,primary,2419.0
Trans Nzoia,2011,male,Primary,9126.0
Kajiado,2014,Female,P,3042.0
Bungoma,2014,FEMALE,P,4497.0
Marsabit,2021,FEMALE,primary,
Kisumu,2017,Female,Primary,3561.0
Nyandarua,2014,Female,P,614.0
Embu,2013,Male,S,5392.0
Bomet,2021,M,primary,7693.0
Laikipia,2016,Female,P,9374.0
Elgeyo Marakwet,2012,FEMALE,S,3223.0
Turkana,2020,male,S,7138.0
Bungoma,2020,male,Primary,2667.0
Kitui,2016,Female,Primary,7980.0
Uasin Gishu,2013,Male,Secondary,130.0
Uasin Gishu,2015,FEMALE,SECONDARY,2983.0
Bungoma,2020,F,SECONDARY,4278.0
Bungoma,2013,Male,Secondary,7126.0
Homa Bay,2015,F,Secondary,8230.0
Kericho,2012,FEMALE,P,7694.0
Kisumu,2014,F,SECONDARY,6640.0
Kisumu,2016,FEMALE,Secondary,5468.0
 ,2020,F,Secondary,920.0
Murang'a,2012,Male,P,7564.0
Marsabit,2012,Male,SECONDARY,8684.0
Busia,2016,male,S,9323.0
Embu,2021,M,Primary,8502.0
Vihiga,2019,F,SECONDARY,8930.0
Trans Nzoia,2010,Female,S,3241.0
Narok,2013,FEMALE,P,545.0
West Pokot,2013,Male,P,4346.0
Marsabit,2021,male,primary,9996.0
Kajiado,2017,F,S,3810.0
Kisumu,2015,Male,P,7206.0
Lamu,2018,FEMALE,SECONDARY,9005.0
Bomet,2011,FEMALE,primary,2032.0
Taita Taveta,2013,F,S,8436.0
Kisumu,2011,FEMALE,S,271.0
Kakamega,2010,F,P,3511.0
Nyandarua,2020,F,Primary,1771.0
Trans Nzoia,2014,M,primary,9454.0
Kajiado,2015,Male,Secondary,4361.0
Samburu,2019,FEMALE,Primary,7069.0
Uasin Gishu,2020,F,Secondary,920.0
Embu,2022,FEMALE,Primary,8190.0
Nakuru,2013,M,Secondary,3430.0
Busia,2015,Female,SECONDARY,4435.0
Tharaka-Nithi,2021,Female,P,
Trans Nzoia,2010,male,P,2050.0
Bungoma,2013,Female,S,1165.0
Migori,2013,Male,SECONDARY,8567.0
Garissa,2019,FEMALE,S,2033.0
Embu,2010,FEMALE,SECONDARY,6467.0
 ,2020,F,S,145.0
Kilifi,2015,M,P,4388.0
Kilifi,2017,male,S,7832.0
Nyandarua,2011,Male,primary,
Kirinyaga,2018,male,Primary,
Embu,2021,F,S,8173.0
Bungoma,2010,Female,Secondary,2632.0
Marsabit,2017,Male,Primary,4494.0
Trans Nzoia,2012,Male,Secondary,8056.0
Turkana,2010,FEMALE,primary,7511.0
Marsabit,2021,FEMALE,SECONDARY,
